rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
9982	PRSS48	protease, serine, 48	1001	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9983	PRSS45	protease, serine, 45	699	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9984	PRSS41	protease, serine, 41	972	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9985	PRSS38	protease, serine, 38	997	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9986	PRSS37	protease, serine, 37	724	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9987	PRSS36	protease, serine, 36	2626	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9988	PRSS33	protease, serine, 33	863	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9989	PRSS27	protease, serine 27	893	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9990	PRSS22	protease, serine, 22	976	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9991	PRSS21	protease, serine, 21 (testisin)	965	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9992	PRSS2	protease, serine, 2 (trypsin 2)	412	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9993	PRSS12	protease, serine, 12 (neurotrypsin, motopsin)	2678	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9994	PRSS1	protease, serine, 1 (trypsin 1)	764	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9995	PRRX2	paired related homeobox 2	774	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9996	PRRX1	paired related homeobox 1	813	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9997	PRRT3	proline-rich transmembrane protein 3	2958	50	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9998	PRRT2	proline-rich transmembrane protein 2	1252	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9999	PRRG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	701	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10000	PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	708	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10001	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	633	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10002	PRRG1	proline rich Gla (G-carboxyglutamic acid) 1	749	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10003	PRRC1	proline-rich coiled-coil 1	1370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10004	PRR7	proline rich 7 (synaptic)	829	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10005	PRR5-ARHGAP8		2385	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10006	PRR5	proline rich 5 (renal)	1195	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10007	PRR3	proline rich 3	1159	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10008	PRR24	proline rich 24	431	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10009	PRR23C	proline rich 23C	789	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10010	PRR23A	proline rich 23A	801	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10011	PRR20E	proline rich 20E	3370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10012	PRR20D	proline rich 20D	3370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10013	PRR20C	proline rich 20C	3370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10014	PRR20B	proline rich 20B	3370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10015	PRR20A	proline rich 20A	3370	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10016	PRR18	proline rich region 18	888	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10017	PRR16	proline rich 16	854	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10018	PRR15L	proline rich 15-like	316	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10019	PRR15	proline rich 15	390	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10020	PRR14	proline rich 14	1804	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10021	PRR13	proline rich 13	459	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10022	PRR11	proline rich 11	1284	19	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10023	PRPSAP2	phosphoribosyl pyrophosphate synthetase-associated protein 2	1150	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10024	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	1194	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10025	PRPS2	phosphoribosyl pyrophosphate synthetase 2	990	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10026	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	961	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10027	PRPS1	phosphoribosyl pyrophosphate synthetase 1	981	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10028	PRPH2	peripherin 2 (retinal degeneration, slow)	1049	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10029	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	7176	18	0	8	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10030	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	3082	17	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10031	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	2965	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10032	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)	1623	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10033	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	1661	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10034	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	1076	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10035	PRPF31	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	1571	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10036	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	1575	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10037	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	1065	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10038	PROSC	proline synthetase co-transcribed homolog (bacterial)	858	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10039	PROP1	PROP paired-like homeobox 1	689	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10040	PROL1	proline rich, lacrimal 1	755	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10041	PROK1	prokineticin 1	328	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10042	PRODH	proline dehydrogenase (oxidase) 1	1857	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10043	PROCA1	protein interacting with cyclin A1	1206	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10044	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	1418	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10045	PRNP	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	770	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10046	PRND	prion protein 2 (dublet)	535	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10047	PRMT6	protein arginine methyltransferase 6	1130	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10048	PRMT5	protein arginine methyltransferase 5	2041	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10049	PRMT3	protein arginine methyltransferase 3	1656	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10050	PRMT2	protein arginine methyltransferase 2	1342	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10051	PRMT1	protein arginine methyltransferase 1	1158	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10052	PRM3	protamine 3	447	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10053	PRM2	protamine 2	313	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10054	PRM1	protamine 1	162	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10055	PRL	prolactin	704	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10056	PRKX	protein kinase, X-linked	1109	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10057	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)	577	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10058	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	1145	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10059	PRKD3	protein kinase D3	2741	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10060	PRKD2	protein kinase D2	2705	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10061	PRKCZ	protein kinase C, zeta	1847	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10062	PRKCSH	protein kinase C substrate 80K-H	1727	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10063	PRKCI	protein kinase C, iota	1859	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10064	PRKCG	protein kinase C, gamma	2162	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10065	PRKCE	protein kinase C, epsilon	2270	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10066	PRKCDBP	protein kinase C, delta binding protein	792	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10067	PRKCD	protein kinase C, delta	2099	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10068	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	1255	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10069	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	1186	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10070	PRKAG3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	1520	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10071	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	1076	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10072	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma	1058	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10073	PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	847	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10074	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	837	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10075	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	1693	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10076	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	1763	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10077	PRIMA1	proline rich membrane anchor 1	478	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10078	PRIM2	primase, DNA, polypeptide 2 (58kDa)	1590	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10079	PRIM1	primase, DNA, polypeptide 1 (49kDa)	1313	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10080	PRICKLE4	prickle homolog 4 (Drosophila)	1179	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10081	PRICKLE3	prickle homolog 3 (Drosophila)	1882	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10082	PRICKLE1	prickle homolog 1 (Drosophila)	2527	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10083	PRHOXNB	parahox cluster neighbor	526	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10084	PRH2	proline-rich protein HaeIII subfamily 2	516	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10085	PRH1	proline-rich protein HaeIII subfamily 1	9350	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10086	PRG3	proteoglycan 3	700	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10087	PREPL	prolyl endopeptidase-like	2681	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10088	PREP	prolyl endopeptidase	2189	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10089	PRELID2	PRELI domain containing 2	602	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10090	PRELID1	PRELI domain containing 1	1276	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10091	PREB	prolactin regulatory element binding	1785	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10092	PRDX5	peroxiredoxin 5	1408	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10093	PRDX4	peroxiredoxin 4	844	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10094	PRDX3	peroxiredoxin 3	797	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10095	PRDX2	peroxiredoxin 2	787	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10096	PRDX1	peroxiredoxin 1	620	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10097	PRDM5	PR domain containing 5	1953	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10098	PRDM2	PR domain containing 2, with ZNF domain	5257	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10099	PRDM15	PR domain containing 15	4648	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10100	PRDM13	PR domain containing 13	2136	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10101	PRDM12	PR domain containing 12	1122	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10102	PRDM11	PR domain containing 11	1564	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10103	PRDM10	PR domain containing 10	3597	21	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10104	PRCP	prolylcarboxypeptidase (angiotensinase C)	1590	96	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10105	PRCC	papillary renal cell carcinoma (translocation-associated)	1500	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10106	PRC1	protein regulator of cytokinesis 1	1919	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10107	PRB1	proline-rich protein BstNI subfamily 1	1010	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10108	PRAP1	proline-rich acidic protein 1	474	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10109	PRAMEF9	PRAME family member 9	2898	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10110	PRAMEF8	PRAME family member 8	4311	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10111	PRAMEF7	PRAME family member 7	2968	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10112	PRAMEF6	PRAME family member 6	2886	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10113	PRAMEF5	PRAME family member 5	2886	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10114	PRAMEF3	PRAME family member 3	1456	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10115	PRAMEF21	PRAME family member 21	2888	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10116	PRAMEF19	PRAME family member 19	2900	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10117	PRAMEF16	PRAME family member 16	1435	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10118	PRAMEF15	PRAME family member 15	2898	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10119	PRAMEF13	PRAME family member 13	1437	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10120	PRAMEF1	PRAME family member 1	1439	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10121	PRAF2	PRA1 domain family, member 2	1059	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10122	PRAC	prostate cancer susceptibility candidate	180	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10123	PQLC3	PQ loop repeat containing 3	633	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10124	PQLC2	PQ loop repeat containing 2	989	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10125	PQBP1	polyglutamine binding protein 1	828	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10126	PPYR1	pancreatic polypeptide receptor 1	1132	129	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10127	PPY	pancreatic polypeptide	298	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10128	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	1983	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10129	PPT1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	953	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10130	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	5049	25	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10131	PPPDE2		587	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10132	PPPDE1		601	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10133	PPP6C	protein phosphatase 6, catalytic subunit	1057	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10134	PPP5C	protein phosphatase 5, catalytic subunit	1550	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10135	PPP4R4	protein phosphatase 4, regulatory subunit 4	2793	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10136	PPP4R2	protein phosphatase 4, regulatory subunit 2	1881	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10137	PPP4R1	protein phosphatase 4, regulatory subunit 1	2929	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10138	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	956	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10139	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	1591	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10140	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	1960	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10141	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	1618	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10142	PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform	1456	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10143	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	2018	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10144	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	1542	96	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10145	PPP2R5A	protein phosphatase 2, regulatory subunit B', alpha isoform	1509	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10146	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	1143	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10147	PPP2R3C	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	2390	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10148	PPP2R3B	protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta	1776	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10149	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha	3635	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10150	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	1288	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10151	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	1450	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10152	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	1504	3	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10153	PPP2R2A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	1421	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10154	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	2089	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10155	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	954	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10156	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	954	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10157	PPP1R9A	protein phosphatase 1, regulatory (inhibitor) subunit 9A	4225	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10158	PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	1082	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10159	PPP1R3G	protein phosphatase 1, regulatory (inhibitor) subunit 3G	1077	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10160	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	2414	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10161	PPP1R3D	protein phosphatase 1, regulatory (inhibitor) subunit 3D	900	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10162	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	958	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10163	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	862	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10164	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	638	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10165	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C	346	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10166	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	639	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10167	PPP1R16A	protein phosphatase 1, regulatory (inhibitor) subunit 16A	1623	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10168	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B	2146	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10169	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	2035	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10170	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	621	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10171	PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	510	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10172	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	456	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10173	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	458	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10174	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	3337	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10175	PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	2435	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10176	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	416	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10177	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	996	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10178	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	1172	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10179	PPOX	protoporphyrinogen oxidase	2157	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10180	PPME1	protein phosphatase methylesterase 1	1385	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10181	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	1309	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10182	PPM1M	protein phosphatase 1M (PP2C domain containing)	925	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10183	PPM1K	protein phosphatase 1K (PP2C domain containing)	1143	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10184	PPM1J	protein phosphatase 1J (PP2C domain containing)	1556	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10185	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	1677	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10186	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	3783	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10187	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	2136	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10188	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5	1257	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10189	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	1529	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10190	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	642	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10191	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	1668	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10192	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	513	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10193	PPIH	peptidylprolyl isomerase H (cyclophilin H)	572	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10194	PPIG	peptidylprolyl isomerase G (cyclophilin G)	2313	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10195	PPIF	peptidylprolyl isomerase F (cyclophilin F)	646	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
